id,twitter_altmetric_id,posts:summary,sentiments
2335752,2335752,freshwater fish also contaminat microplastic,positive
2335752,2335752,friday giggle my science gig friend sent amusment fair pas,negative
2335752,2335752,friday humour,negative
2335752,2335752,from ada journal,neutral
2335752,2335752,from annal acronym that editor really should have caught first edition,negative
2366519,2366519,from annal acronym that editor really should have caught first edition,negative
2367194,2367194,from annal acronym that editor really should have caught first edition,negative
2367194,2367194,frontier orbital control molecular conductance switch  hoffmann,neutral
2392803,2392803,frontier orbital control molecular conductance switch,neutral
2392803,2392803,full scale sb  iq range 17 child prodigi art music math 100 147 domain score range 88 148,positive
2392803,2392803,functional renormalization group study andersonâ€“holstein model we present comprehensive,positive
2399044,2399044,functional renormalization group study andersonâ€“holstein model we present comprehensive,positive
2434834,2434834,know night but  also know go,neutral
2434834,2434834,gee teenage upstart elijah writ paper woodley richard lynn,negative
2437395,2437395,gee teenage upstart elijah writ paper woodley richard lynn,negative
2437395,2437395,geek humor rtâ€  chinese science paper fail attempt abbreviate copper nanotub english,negative
2437395,2437395,gender inequality cognition greater equality reduce gender differenc cognition mix answer,neutral
2437395,2437395,general intelligence evolv many different speci,neutral
2437395,2437395,general intelligence disease heritability health preliminary test lse research online,neutral
2437395,2437395,gen explain gt50 difference read ability average excellent 12 year old,positive
2437395,2437395,gen evolution intelligence springerlink,neutral
2437395,2437395,gen evolution intelligence,neutral
2437395,2437395,gen evolution intelligence thoma bouchard,neutral
2437395,2437395,genetic architecture cognitive trait,neutral
2437395,2437395,genetic architecture cognitive trait via,neutral
2437395,2437395,genetic architecture cognitive trait review,neutral
2448451,2448451,genetic architecture cognitive trait review,neutral
2448451,2448451,genetic factor account 50 difference performance expert normal reader,positive
2448451,2448451,geniu € oh dear the difficulti find scientific abbreviation work languag,negative
2448451,2448451,enough studi find thi general vwb introduction,neutral
2448451,2448451,genotype environment correlation era dna behav genet,neutral
2448451,2448451,genotype environment correlation era dna open acces plomin nov 14 issue,neutral
2448451,2448451,get together science once scientist allow name thing ever,negative
2448451,2448451,ghost fish activity derelict blue crab trap louisiana marinelitter marinedebri,neutral
2488356,2488356,ghost fish activity derelict blue crab trap louisiana marinelitter marinedebri,neutral
2488356,2488356,gi gl association glycemic control among patient type  diabet d236d3,positive
2488356,2488356,go stemwomen study show women cognitive achievement improv europe due better education,positive
2488356,2488356,good verbal advancement childhood predict higher alcohol consumption adolescence there much connection there,positive
2488356,2488356,goldminer image database analyz us tool radlex excell,positive
2488356,2488356,good article show low carb doesnt necessarily equal low performance nutrition health weightlift,positive
2488356,2488356,good food add fat lower blood sugar heart risk diabetic more health,positive
2488356,2488356,good food high protein low carb diet reduc fatty liver more food health,positive
2488356,2488356,good new alberta oil industry effect canola oil glycemic control cv risk factor,positive
2488356,2488356,good new low carb diet aid diabetic lower carb better more food health,positive
2488356,2488356,good paper contradict questionable 100hr rule,positive
2488356,2488356,good know cunt investigat actuallysafeforwork,positive
2488356,2488356,good updat overview standard debate omic data via what chang past  year,positive
2488356,2488356,thank mois edid shar information recommendation nutritional therapy management,positive
2488356,2488356,grad low carb diet type  diabet management depend hba1c,positive
2488356,2488356,gradient carbohydrate restriction bas baseline hba1c t2dm,positive
2488356,2488356,graphitic silicon nitride  metal free ferromagnet charge spin  chakrabarti,neutral
2488356,2488356,great acronym greatest acronym,negative
2488356,2488356,great evidence glycemic index useful tool weight management science nutrition fitnes,positive
2488356,2488356,greater consumption protein plant sourc elderly men associat drop blood pressure time,positive
2488356,2488356,grow family school account lt15th diff expert normal reader,positive
2488356,2488356,ha ha whoop via brian cox,negative
2488356,2488356,ha ha ha ha ha rt republican smarter democrat science,negative
2488356,2488356,ha rt oh boy  chinese science paper fail attempt abbreviate copper nanotub english,negative
2488356,2488356,ha some guy ironwood,negative
2488356,2488356,here interest study pimpl high average iq popular nobel prize winner science,positive
2488356,2488356,high average iq ethnic group correlat low rainfall temperature nasal index science iq,positive
2488356,2488356,highly intelligent contribut society show new study high iq favor national progres svpol iq,positive
2488356,2488356,speak little nutrition,neutral
2488356,2488356,haha   cunt energetically stable mt the difficulti find scientific abbrev,negative
2488356,2488356,hahaha read abstract best acronym ever,negative
2488356,2488356,hahahaha scientist kid live day cupper nanotub via,negative
2488356,2488356,hahahaha rt oh dear the difficulti find scientific abbreviation work languag,negative
2488356,2488356,hampshire et al still try defend anti iq paper crush yet ashton,negative
2488356,2488356,happy international women day,negative
2488356,2488356,have oat today lower ldl,neutral
2488356,2488356,hey hey joe mai madaro txio  oveksabab,negative
2488356,2488356,health benefit oat amp,positive
2488356,2488356,heat dissipation relation thermopower single molecule junction,neutral
2488356,2488356,heat generation electronic current quantum dot spin valve electric current induce via,positive
2488356,2488356,heat nanoscale system driven equilibrium fundamental importance ramification for,positive
2488356,2488356,hehe science,negative
2488356,2488356,high gi diet link death,positive
2488356,2488356,high protein 150gd weight los diet soy  meat similar effect body comp amp appetite,positive
2488356,2488356,high protein ad libitum diet improv weight los maintenance obese adult  12 month study,positive
2500204,2500204,high protein ad libitum diet improv weight los maintenance obese adult  12 month study,positive
2500204,2500204,high protein diet may help attenuate weight regain low calorie diet,positive
2500204,2500204,high protein diet aid keep weight initial weight los,positive
2516658,2516658,highamylose maize flour source resistant starch blood glucose satiety food intake men foodscience,neutral
2516658,2516658,high conductive organometallic molecular wir delocaliz electron system strongly coupl meta,neutral
2516658,2516658,higher protein diet help keep weight year diogen study,positive
2516658,2516658,high protein diet low glycemic diet prevent weight regain,positive
2516658,2516658,hilariou academic burn first burn follow didnt,negative
2516658,2516658,index day dur ebi rdf platform minimum info about simulation experiment,neutral
2516658,2516658,hi recent article teach intelligence full wisdom well worth read,positive
2516658,2516658,hmm copper cu nanotubul doesnâ€™ make good acronym via,negative
2516658,2516658,hmm solv puzzle finn highest iq one lowest number nobel priz europe,neutral
2516658,2516658,ho boy  poor choice scientific acronym ever one cc,negative
2516658,2516658,hopp transport rectify behavior long donorâ€“acceptor molecular wir the journal chemicalphysic,neutral
2516658,2516658,hot tip youre writ copper nanotub really careful abbreviation,negative
2516658,2516658,how marinedebri ingestion differ among megafauna speci tropical coastal area brazil,neutral
2516658,2516658,how  mis last year,negative
2516658,2516658,how acronym get past editor,negative
2516658,2516658,how call copper nanotube  cunt no really via,negative
2516658,2516658,how humidity affect break force stm tip the answer gold nanojunction studi jpcl,positive
2516658,2516658,how many tim write cunt scientific paper count yourself,negative
2516658,2516658,how marine debri ingestion differ among megafauna speci tropical coastal area marinedebri brazil,neutral
2523260,2523260,how marine debri ingestion differ among megafauna speci tropical coastal area marinedebri brazil,neutral
2546067,2546067,how valid equal environment assumption twin studi how violation bia result twin studi,positive
2546067,2546067,how well radlex annotate figur biomedical imag literature check out,positive
2546067,2546067,one funniest abstract ive ever read,negative
2546067,2546067,votejac,neutral
2559663,2559663,votejac,neutral
2559663,2559663,vote,neutral
2559663,2559663,link clinical featur diseas implicit relationship semantic bas interest measur skeletal dyspl,positive
2559663,2559663,unfortunate abstract,negative
2561780,2561780,genetic susceptibility factor vaccine ad test  cas bas bfo ogi vae 600 class case study,positive
2561780,2561780,genetic explain gt50variance read ability read unlikely directly select,positive
2561780,2561780,women get smarter men environment improv cogntion,positive
2561780,2561780,vote,neutral
2577812,2577812,unfortunate abbreviation,negative
2588634,2588634,rule bas approach class describ structure chemical entiti reason chemical properti,positive
2588634,2588634,open acces thank highlight,positive
2588634,2588634,mrcopsych,neutral
2588634,2588634,​​votejac,neutral
2588634,2588634,votejac,neutral
2588634,2588634,science fan,negative
2588634,2588634,vote,neutral
2588634,2588634,ontol neuroanatomical structur integrat exist standard fma talairach desikan  aal neurlex,positive
2606163,2606163,you wont believe acronym journal us copper nanotub via,negative
2606163,2606163,votejac,neutral
2606163,2606163,vote,neutral
2606163,2606163,team scientist investigate cunt,negative
2606163,2606163,see help focu clas studyâ€¦,neutral
2696675,2696675,update zebrafish ontologi anatomy developmental stag use post compos concept label  go cl,positive
2696675,2696675,votejac,neutral
2696675,2696675,feel whoever wrote paper native speaker english,negative
2696675,2696675,semantic science integrat ontol 1396 class realvirtual object process properti denote science,positive
2696675,2696675,recommend drug find contraindication semantic web approach amp rule bas reason drool incl evaluation,positive
2713665,2713665,votejac,neutral
2713665,2713665,best science journal article ever,negative
2713665,2713665,sea standard omic data sink swim,neutral
2713665,2713665,vote,neutral
2713665,2713665,awkward scientific acronym via rscience,negative
2750020,2750020,intelligence deliberate practice  tak become expert,neutral
2750020,2750020,cant wait see progres copper nanotube technology cunt,negative
2765310,2765310,unfortunate acronym,negative
2765310,2765310,concept infection transmission public health activiti demographic epidemiological parameter,positive
2765310,2765310,vote,neutral
2765310,2765310,direct transformation edible vegetable waste bioplastic,neutral
2765310,2765310,votejac,neutral
2765310,2765310,via ive learn finland people whose lack psychosi extraversion lead fewer nobel,negative
2765310,2765310,ahahahahahaa,negative
2783991,2783991,votejac,neutral
2783991,2783991,nanotechnology amaz,positive
2783991,2783991,long term effect vlc weight los diet exercise capacity tolerance overweight obese adult,neutral
2783991,2783991,cit wrong reason perhap,negative
2783991,2783991,alway knew liberal stupid ther scientific proof,negative
2783991,2783991,big fan phosphatidylserine caffeine never stack together study look,positive
2783991,2783991,apologize lett inner 12 year old twitter acronym accident science,negative
2783991,2783991,assume springer copy editor loathe company work let one through €¦,negative
2783991,2783991,dont know translation error cmon china that unfortunate scientific acronym,negative
2783991,2783991,dont remember study trigger usual cascade commentary paleo community publish 913,negative
2806712,2806712,dont suspect acronym copper nanotub catch beyond china nanohumour,negative
2806712,2806712,encounter morn well least one,neutral
2806712,2806712,enjoy read paper gene environment correlation fascinat topic,positive
2852646,2852646,enjoy read paper gene environment correlation fascinat topic,positive
2852646,2852646,find resistant starch research interest  love abbr corn starch ham could find bacon,positive
2852646,2852646,love data rt trial high fiber  low carb diet weight los high fiber better lipid,positive
2852646,2852646,often find use scientific abbreviation obsceneoffensive everyone agree one mistake,neutral
2866733,2866733,often find use scientific abbreviation obsceneoffensive everyone agree one mistake,neutral
2884580,2884580,often find use scientific abbreviation obsceneoffensive everyone agree one mistake,neutral
2884580,2884580,suddenly ne learn everyth  copper nanotub anyone want help me  think do,neutral
2884580,2884580,thought decid ban kind research,negative
2884580,2884580,wouldnt take kid along present realtimechem,negative
2887627,2887627,iâ€™ child rt unfortunate abbreviation copper nanotub,negative
2887627,2887627,if finn smart dont win nobel thi say bec lifestyle suppress geniu creativity,negative
2912622,2912622,if ne statin also eat wholegrain might get even better cholesterol result,positive
2912622,2912622,if read one scientific abstract today read one,negative
2912622,2912622,if youre mouse eat rubbish diet codscallop protein may better chicken casein,negative
2912622,2912622,ijgi paper written  kuhn finally online an event abstraction layer integration geosensor data,positive
2912622,2912622,im afraid reason media outlet use study reinforce gender differenc,negative
2936716,2936716,im big productive practice antidote genetic limitation,negative
2936716,2936716,im interest prepackag meal were obviously support already know we,positive
2967140,2967140,im read springerlink,neutral
2967140,2967140,im read an ontology bas framework domain specific model springerlink dsl,neutral
2971503,2971503,im read acute effect high protein versu normal protein isocaloric meal satiety ghrelin springerlink,neutral
2971503,2971503,im read structural electronic properti chiral single wall copper nanotub springerlink,neutral
2971503,2971503,impact low average high iq economic growth technological progres high iq biggest far mt,positive
2971503,2971503,impedance measurement give electrical characteristic self assembl monolayer bas junction,positive
3083488,3083488,important new article dna evidence strong genetic stability increas heritability iq age  12 oa,positive
3083488,3083488,in china sfw purile sorry,negative
3083488,3083488,in europe recent decad femal average equalledâ€”or betteredâ€”mal cognitive task,positive
4282149,4282149,in europe recent decad femal average equalledâ€”or betteredâ€”mal cognitive task,positive
4745005,4745005,in europe recent decad femal average equalledâ€”or betteredâ€”mal cognitive task,positive
3477383,1732572,in europe recent decad femal average equalledâ€”or betteredâ€”mal cognitive task,positive
4299942,1889689,in gwa math ability an association chromosome 3q29 locu associat autism preliminary study etc,neutral
4299943,1889689,in alkylresorcinol didnt improve insulin sensitivity simply marker wholegrain intake,negative
4299944,1889689,in next life im go research copper nanotub cunt,neutral
4299945,1889689,in peer review trust,positive
4299946,1889689,in search structureâ€“function relationship transition metal bas rectifier,neutral
4299948,1889689,inbr children definitely lower iq ther selection bia low iq parent favour inbreed,positive
4299949,1889689,inbreed associat lower iq,positive
4299950,1889689,increas fiber intake associat lower risk histological typ esophageal cancer expo15 nutrition,positive
4334281,1897274,increas fiber intake associat lower risk histological typ esophageal cancer expo15 nutrition,positive
4334284,1897274,increas intake carbohydrat sourc higher glycem pubm ncbi,neutral
4334285,1897274,individual identify republican better question comprehension,positive
4334286,1897274,individual identify republican greater probability knowledge,positive
4334287,1897274,individual identify republican higher verbal reason ability,positive
4334288,1897274,influence electron phonon interaction switchable kondo resonance single molecule junction prl suggestion,neutral
4334291,1897274,influence proximity urban center pattern contamination marine debri marinelitter,neutral
4654519,1951574,influence proximity urban center pattern contamination marine debri marinelitter,neutral
4654529,1951574,influence sourdough vitro starch digestibility predict glycemic indic gluten free bread,neutral
4654531,1951574,protein intake coronary disease no relationship type protein source coronary disease,positive
4654534,1951574,ingestion transfer microplastic planktonic food web,neutral
4875643,1992308,ingestion transfer microplastic planktonic food web,neutral
4875648,1992308,intake white rice associat increas risk prediabet switch brown rice lt  cupday,positive
4875650,1992308,intelligence effect brighter children become brighter older adult drink coffee  wine,positive
4875651,1992308,intelligence inherit so character deal,positive
4875652,1992308,interaction loggerhead sea turtl caretta caretta amp marine litter sardinia western mediterranean sea,neutral
4875653,1992308,interaction loggerhead sea turtl caretta caretta marine litter sardinia western mediterranean sea,neutral
4875661,1992308,interaction trace metal plastic production pellet estuarine condition marinedebri,neutral
4875664,1992311,interaction trace metal plastic production pellet estuarine condition marinedebri,neutral
4875670,1992311,interest article the chang face cognitive gender differenc europe,positive
4875672,1992311,interest evidence nurture  nature effect political behavior swedish data adoption turnout,positive
4875674,1992311,interest finding cognitive abiliti elite scrabble crossword expert,positive
4875677,1992311,interest paper cog differenc mal amp femal acces education factor change,positive
4875678,1992311,interest study impact marine debri nest composition brown booby great barrier reef,positive
4875679,1992311,interest republican smarter democrat economic conservativ mak lead paywall sadly,positive
4875680,1992311,interest,positive
4875681,1992311,intervention includ prepackag low fat low carb food cause equivalent fat los type  diabetic,positive
4875682,1992311,intrigu little study us oral glucose spray weight los aid,positive
5033746,2015390,intrigu little study us oral glucose spray weight los aid,positive
5033747,2015390,introduc truly special copper nanotube aka cunt aka someone need good editor rt,negative
5033748,2015390,invest women watch cognitively shine via,positive
5033749,2015390,investigat world rich powerful education cognitive ability sex differenc €” sciencedirect,neutral
5033750,2015390,iq obesity adolescent  factor health literacy weight mgt,positive
5033751,2015390,iq obesity adolescence pediatr ob 2013 pubm ncbi,neutral
5033752,2015390,iq obesity adolescence population bas cros sectional study,neutral
5033754,2015390,iq obesity adolescence population bas cros sectional study what already known about obesity,neutral
5044044,2017162,iq obesity adolescence population bas cros sectional study what already known about obesity,neutral
5044046,2017162,iq somatic health late adolescence intelligence may june 2014,neutral
5044047,2017162,iq debate trigger me rumbl what fus,positive
5044049,2017162,iq predictive somatic health late adolescence from swedish drafte mt,positive
5044052,2017162,iq obesity adolescence cros sectional study bas population,neutral
5044053,2017162,radlex best vocabulary index figure caption biomedical imag journal six ontologi compar,positive
5044055,2017162,higher protein diet bas veg protein satiat meat 2014 study rowett institute suggest  gt,positive
5044056,2017162,adolescent intelligence relat family income,neutral
5044061,2017162,child intelligence individual 22q112d assoc parent ampsibl intelligence,neutral
5205357,2046287,child intelligence individual 22q112d assoc parent ampsibl intelligence,neutral
5205359,2046287,deliberate practice tak become expert no qtwtain,positive
5205361,2046287,exercise enough become skill musician myt,neutral
5205362,2046287,practice tak become expert,neutral
5205363,2046287,science sexist hard believe editor let abstract slip through,negative
5205364,2046287,weird solv puzzle finn highest iq one lowest nobelpriz europe,neutral
5205366,2046287,it tak two macaque brain make gesture primate gesture case study dyadic brain model,positive
5205368,2046287,it actually publish springerlink havent realis giggl,positive
5205369,2046287,it time bust another food myth myth hungry vegan ha anyone ever told dont feel,positive
5205370,2046287,ive baffl outrag convo copper nano tub  pretty disgustingridiculou badacronym,negative
5205371,2046287,ive said before avoid abbreviation cost her why ht,negative
5224831,2049822,ive said before avoid abbreviation cost her why ht,negative
5224843,2049822,jamia  sea standard omic data sink swim,neutral
5224844,2049822,joehoe follower university do one acces article homeworkjournalist,neutral
5224845,2049822,join cunt hype train springerlink cunt,negative
5224846,2049822,journal biomedical semantic abstract the ontology genetic susceptibility factor ogsf biomedical,neutral
5224847,2049822,just nih bd2k workshop standard piece  sea standard omic data sink swim,neutral
5258758,2056978,just nih bd2k workshop standard piece  sea standard omic data sink swim,neutral
5258759,2056978,just discover basca bernstein new avalanche article query messy web data,positive
5258762,2056978,just invent copper nanotub what acronym ya gonna give em,negative
5258763,2056978,just reflect best acronym ever appear scientific journal happy thursday,negative
5258764,2056978,kelp gull kill injur discard monofilament lin marine recreational fishery northern patagonia,neutral
5424579,2088368,kelp gull kill injur discard monofilament lin marine recreational fishery northern patagonia,neutral
5424591,2088368,knowledge accordance academy guideline disorder lipid metabolism,neutral
5424592,2088368,knowledge description suitability requirement different geographical region grow wine,neutral
5424593,2088368,context recent statement mk rul roll develop women patient take,positive
5424594,2088368,kudo find rudest nanotech research paper ever,negative
5424595,2088368,the long term ketogenic diet compatible sport practice  am coll nutr 2014 pubm ncbi,positive
5448684,2094758,the long term ketogenic diet compatible sport practice  am coll nutr 2014 pubm ncbi,positive
5448685,2094758,the dr monica katz talk studi 1985  tell 2013 study low carb,positive
5448686,2094758,inbreed common among people lower iq paper english,positive
5448687,2094758,genetic matter read expertise,positive
5448688,2094758,whey protein effective hunger casein carbohydrat not serv supl athlet,positive
5454640,2095516,whey protein effective hunger casein carbohydrat not serv supl athlet,positive
5454653,2095516,low iq lead physical mental health well early death sweden explain socioeconomic svpol,positive
5454654,2095516,low iq lead poor physical mental health well early death sweden explain socioeconomic svpol,positive
5454655,2095516,large accumulation micro siz synthetic polymer particl sea surface microlayer microplastic,neutral
5638306,2118463,large accumulation micro siz synthetic polymer particl sea surface microlayer microplastic,neutral
5638311,2118463,large danish population study show reduc premorbid iq link development mental disorder,positive
5638312,2118463,large effect inbreed iq or least strong correlation them,positive
5638319,2118463,large negative differential conductance single molecule break junction,neutral
5638321,2118463,the recent nutritional recommendation american diabet association management adult,positive
5798404,2147162,the recent nutritional recommendation american diabet association management adult,positive
5798407,2147162,leach plastic additiv marine organism environmental pollution,neutral
5798408,2147162,leach plastic additiv marine organism marinelitter marinedebri bisphenola,neutral
5798420,2147162,leach plastic additiv marine organism,neutral
5798423,2147162,learn time sensitive domain ontology scientific paper hybrid learn method large number of,neutral
6047388,2194063,learn time sensitive domain ontology scientific paper hybrid learn method large number of,neutral
6047389,2194063,lentil bas diet attenuate hypertension large artery remodell spontaneously hypertensive rat,neutral
6047390,2194063,smart people drink alcohol other,neutral
6047392,2194063,river fish also contaminat microplastic,neutral
6047393,2194063,les gender restrict educational opp associat increas gender differenc favor women,positive
6047395,2194063,les potato amp roast high protein still  weightlos prevent regain nutrition fitfam,positive
6047396,2194063,lesson  really think acronym publish,negative
6047403,2194063,lethal lesion amputation caus plastic debri fish gear loggerhead turtle caretta caretta,neutral
6047417,2194069,lethal lesion amputation caus plastic debri fish gear loggerhead turtle caretta caretta,neutral
6053439,2195188,lethal lesion amputation caus plastic debri fish gear loggerhead turtle caretta caretta,neutral
6053440,2195188,level fate perfluoroalkyl substanc beach plasticpellet sediment collect greece,neutral
6053448,2195189,level fate perfluoroalkyl substanc beach plasticpellet sediment collect greece,neutral
6053452,2195189,level fate perfluoroalkyl substanc beach plastic pellet sediment collect greece,neutral
6053459,2195189,read recommendation nutritional therapy adult ada diabet year 2014,positive
6053460,2195189,li al community bas collaborative information system emergency management computer operation research,neutral
6053461,2195189,li intercalation lead order magnitude decrease electrical resistivity 1d semiconductor material,neutral
6053463,2195189,link study practicemakesperfect myth intelligence,positive
6053464,2195189,linker rectifier efficient photocatalysi multielectron reaction electrod,neutral
6053465,2195189,litter dynamic coastal industrial sett the influence non resident population marine pollution,neutral
6053466,2195189,litter dynamic coastal industrial sett the influence non resident population marinedebri,neutral
6053470,2195190,litter dynamic coastal industrial sett the influence non resident population marinedebri,neutral
6053485,2195190,little tip the acronym copper nanotub isnt work right,negative
6080461,2199797,little tip the acronym copper nanotub isnt work right,negative
6080466,2199797,lmao oh dear the difficulti find scientific abbreviation work languag,negative
6080467,2199797,lobster trap debri florida key national marine sanctuary marinedebri marinelitter,neutral
6217550,2217750,lobster trap debri florida key national marine sanctuary marinedebri marinelitter,neutral
6217556,2217750,lobster trap debri florida key national marine sanctuary distribution abundance density pattern,neutral
6217557,2217750,lol € oh dear the difficulti find scientific abbreviation work languag,negative
6217558,2217750,lol,negative
6217560,2217750,lol cuz iâ€™ still 12 mt difficulti find scientific abbreviation work languag,negative
6217561,2217750,long range electron transfer review article winkler gray caltech,positive
6217562,2217750,long term lowcarb diet doesnt adversely affect physical performance amp actually increas fat burn durng exercise,negative
6372597,2258585,long term lowcarb diet doesnt adversely affect physical performance amp actually increas fat burn durng exercise,negative
6397042,2263628,long term lowcarb diet doesnt adversely affect physical performance amp actually increas fat burn durng exercise,negative
6397046,2263628,long term effect very low carbohydrate diet exercise capacity tolerance overweight obese adult,neutral
6404221,2265213,long term effect very low carbohydrate diet exercise capacity tolerance overweight obese adult,neutral
6404223,2265213,long term effect very low carb diet exercise capacity amp tolerance blog,neutral
6404227,2265213,long term effect very low carb weight los diet ex capacity tolerance overweight obese adult,neutral
6404231,2265213,long term effect very low carbohydrate  am coll nutr 2014 pubm ncbi,neutral
6404232,2265213,long term effect very low carbohydrate weight los diet exercise capacity amp tolerance obese adult,neutral
6496852,2283827,long term effect low carbohydrate weight los diet exercise capacity tolerance overweight,neutral
6496853,2283827,long term effect alchf diet exercise capacity tolerance overweight obese adult,neutral
6496854,2283827,long term model oxidative stres amp mitochondrial damage insulin resistance progression,neutral
6496857,2283827,long term sorption metal  similar among plastic typ implication plastic debri aquatic environment,neutral
6496867,2283827,look nam journal  bet didnt even realise,negative
6496868,2283827,look supplement help brain phosphatidylserine say 10 tim fast might trick,positive
6524374,2288168,look supplement help brain phosphatidylserine say 10 tim fast might trick,positive
6524376,2288168,lordy rt  unfortunate abstract,negative
6524377,2288168,the smarter swed support les redistribution altruistic,positive
6524378,2288168,lost translation from science chinabrilliant,negative
6524379,2288168,lot way lose weight comparably good find health,negative
6524382,2288168,lov demo hydra icbo2015 yesterday kind future reveald query data sourc us nl query,positive
6524385,2288168,low glycemicindex diet restrict energy effective weightlos controll glucose insulin metabolism,positive
6524386,2288168,low carb exercise way burn fat say new study nobrainer,positive
6524387,2288168,low carb equal high carb exercise supportor it,neutral
6524388,2288168,low dose phosphatidylserine  2x100mgday improv cognitive symptom children adh accord,positive
6524390,2288168,low fat low carb en mujer postmenopausica,neutral
6560328,2295480,low fat low carb en mujer postmenopausica,neutral
6560330,2295480,low gi high mufa t2dm,neutral
6560331,2295480,low starch low dairy diet improv insulinresistance fat oxidation even breath women pco,positive
6560339,2295480,low carb diet doesnt affect aerobic strength performance,positive
6560340,2295480,low gi moderate carb energy restrict diet may effective high gi low fat diet rct try,positive
6560341,2295480,luttinger field approach thermoelectric transport nanoscale conductor,neutral
6560345,2295480,world improvement requir innovation innovation are,positive
6564889,2296311,world improvement requir innovation  € amp innovation are  € docventur,positive
6564890,2296311,mackintosh nice contrib  recent seri intelligence articl teach intell cours elsevier paywall,positive
6564895,2296311,male predominance ches relat domain may due partly sex differenc innate abiliti via,positive
6564896,2296311,man  know people carbon nanotub language warn,negative
6564897,2296311,weight maintenance adult overweight obesity improv high protein diet,positive
6564898,2296311,marine debri bottom trawl catch effect selectivity grid north eastern mediterranean,neutral
6672673,2313089,marine debri bottom trawl catch effect selectivity grid north eastern mediterranean,neutral
6674172,2313404,marine debri bottom trawl catch effect selectivity grid north eastern mediterranean,neutral
6674175,2313404,marine debri ingestion coastal dolphin what driv differenc sympatric speci marinelitter,neutral
6674176,2313404,marine debri ingestion coastal dolphin what driv differenc sympatric speci marinedebri,neutral
7152262,2400158,marine debri ingestion coastal dolphin what driv differenc sympatric speci marinelitter,neutral
7152264,2400158,marine debri ingestion coastal dolphin what driv differenc sympatric speci marinedebri,neutral
7333616,2443761,marine debri ingestion coastal dolphin what driv differenc sympatric speci marinelitter,neutral
7333617,2443761,marine litter ensemble transport simulation southern north sea marinedebri marinelitter,neutral
7333618,2443761,marine litter ensemble transport simulation southern north sea marinedebri,neutral
7360752,2449602,marine litter ensemble transport simulation southern north sea marinedebri,neutral
7360754,2449602,marine litter ensemble transport simulation southern north sea marinedebri marinelitter,neutral
7360761,2449602,marine wildlife entanglement assess knowledge attitud relevant behaviour australian community,neutral
7377150,2453275,marine wildlife entanglement assess knowledge attitud relevant behaviour australian community,neutral
7377156,2453275,material researcher who shouldbefir,neutral
7377157,2453275,math music amp art prodigi distinctly different cognitive profilesâ€”former two much higher work memory,neutral
7377164,2453275,maybe run paper native english speaker or dont mak childish people like happy,negative
7377165,2453275,measurement confound affect extent verbal iq explain social gradient mortality,neutral
7377166,2453275,measur conductivity c60  atom contact  cu au pd fe ti al,positive
7377172,2453283,medicine,neutral
7377174,2453283,men women raven progressive matric use different area brain,positive
7377180,2453283,meta analysi find boy small real advantage girl general knowledge,positive
7377181,2453283,meta analysi includ recent rct confirm benefit 3g oat î² glucan reduc ldl cholesterol oa article,positive
7377183,2453283,microb bottle microbial communiti marineplastic vary season amp plastic type shamelesselfpromotion,positive
7377187,2453283,microplastic fiber intertidal ecosystem surround halifax harbor nova scotia marinedebri,neutral
7401742,2459469,microplastic fiber intertidal ecosystem surround halifax harbor nova scotia marinedebri,neutral
7401753,2459469,microplastic singaporeâ€™ coastal mangrove ecosystem marinelitter marinedebri,neutral
7440613,2466086,microplastic singaporeâ€™ coastal mangrove ecosystem marinelitter marinedebri,neutral
7440620,2466086,micro siz paint dust cover upper layer world ocean,positive
7440621,2466086,why finn get good pisa result nobel priz over now studi,positive
7440622,2466086,mimick nature  novel peptide bas bio inspir approach solar energy  gatto,neutral
7440623,2466086,mimossaazulen thiophene 11 dioxide chemistry quantum interference gw calculation someth everyone,positive
7440625,2466086,miss it dietary chang association metabolic improvement adult type  diabet bmj,positive
7440626,2466086,mohdfareedk rt plosneuro estimat inbreed depression cognitive behavior  population bas study,neutral
7440627,2466086,molecular junction can pull influence optical controllability,neutral
7440628,2466086,molecular psychiatry dna evidence strong genetic stability increas heritability of,neutral
7440629,2466086,molecular spintronic control spin transport properti quantum interference,neutral
7678439,2506060,molecular spintronic control spin transport properti quantum interference,neutral
7678441,2506060,monitor impact litter large vertebrat mediterranean sea within msfd,neutral
7678442,2506060,monitor impact litter large vertebrat mediterranean sea within european msfd marinedebri,neutral
7783388,2526771,monitor impact litter large vertebrat mediterranean sea within european msfd marinedebri,neutral
7783391,2526771,more half difference expert normal reader genetic rt,positive
7783392,2526771,more half difference expert normal reader genetic,positive
7783397,2526771,most popular knowledge accordance with academy evidence bas nutrition practice guideline di,positive
7783399,2526771,mouse model phenotyp provide information human drug target bioinformatic,neutral
7783400,2526771,mouse model phenotyp provide information human drug target good read,positive
7783401,2526771,mouse model phenotyp provide information human drug target,neutral
7783468,2526791,mouse model phenotyp provide information human drug target,neutral
7783473,2526791,move low fat diet new study say low glycemic index diet better health dietrescue diet,positive
7783474,2526791,move low fat diet new study say low glycemic index diet better health,positive
7783475,2526791,mt study republican iq point smarter democrat via tcot,positive
7783476,2526791,mt sea standard omic data sink swim mrc opendata openscience brisskit scipolicy,neutral
7823865,2533308,mt alway check acronym scientific paper via,negative
7823868,2533308,mt cognitive ability amp political party identification cc,neutral
